0,sof,2022/1/1,1.2,22.9,39.57
0,sof,2022/1/2,23.26,12.4,158.04
0,sof,2022/1/3,28.53,59.27,65.22
0,sof,2022/1/4,18.41,71.94,45.68
0,sof,2022/1/5,11.57,67.94,21.73
0,sof,2022/1/6,43.21,43.4,15.11
0,sof,2022/1/7,45.71,2.19,112.33
0,sof,2022/1/8,10.56,29.66,138.63
0,sof,2022/1/9,24.03,30.19,151.98
0,sof,2022/1/10,18.47,69.38,77.19
0,sof,2022/1/11,34.73,22.61,87.42
0,sof,2022/1/12,47.86,49.68,152.35
0,sof,2022/1/13,34.93,97.21,161.52
0,sof,2022/1/14,40.81,75.36,158.8
0,sof,2022/1/15,18.61,52.61,96.01
0,sof,2022/1/16,32.41,49.83,164.64
0,sof,2022/1/17,36.18,18.2,112.44
0,sof,2022/1/18,43.96,76.26,38.82
0,sof,2022/1/19,38.55,76.98,164.75
0,sof,2022/1/20,37.93,90.35,131.56
0,sof,2022/1/21,33.05,90.3,35.24
0,sof,2022/1/22,21.27,22.73,45.3
0,sof,2022/1/23,29.36,16.95,66.23
0,sof,2022/1/24,36.89,80.56,80.67
0,sof,2022/1/25,42.54,90.04,167.02
0,sof,2022/1/26,4.75,27.18,162.57
0,sof,2022/1/27,21.82,47.41,121.9
0,sof,2022/1/28,21.84,50.92,147.84
0,sof,2022/1/29,21.96,72.03,162.14
0,sof,2022/1/30,44.73,13.92,119.04
0,sof,2022/1/31,3.29,15.45,79.91
0,sof,2022/2/1,16.16,82.42,24.55
0,sof,2022/2/2,2.83,92.33,125.19
0,sof,2022/2/3,38.04,50.45,19.84
0,sof,2022/2/4,2.78,88.48,53.79
0,sof,2022/2/5,15.01,45.25,135.08
0,sof,2022/2/6,10.99,7.11,35.9
0,sof,2022/2/7,6.78,17.64,6.07
0,sof,2022/2/8,21.4,79.53,15.05
0,sof,2022/2/9,45.6,85.4,95.79
0,sof,2022/2/10,13.49,39.49,113.7
0,sof,2022/2/11,21.39,35.99,62.61
0,sof,2022/2/12,45.19,75.26,56.42
0,sof,2022/2/13,26.06,51.91,64.91
0,sof,2022/2/14,46.28,9.98,135.26
0,sof,2022/2/15,17.86,7.52,103.45
0,sof,2022/2/16,8.84,41.88,135.55
0,sof,2022/2/17,33.73,48.29,167.01
0,sof,2022/2/18,46.0,77.99,50.97
0,sof,2022/2/19,36.88,66.13,131.95
0,sof,2022/2/20,38.76,25.66,90.23
0,sof,2022/2/21,7.47,23.23,103.29
0,sof,2022/2/22,47.53,57.45,96.71
0,sof,2022/2/23,47.52,97.49,124.48
0,sof,2022/2/24,45.32,21.33,88.11
0,sof,2022/2/25,33.73,63.59,112.97
0,sof,2022/2/26,22.86,89.34,109.78
0,sof,2022/2/27,32.84,6.57,30.66
0,sof,2022/2/28,27.12,70.69,130.96
0,sof,2022/3/1,42.17,96.97,87.75
0,sof,2022/3/2,38.84,32.58,152.78
0,sof,2022/3/3,32.29,50.75,98.93
0,sof,2022/3/4,24.2,76.86,26.06
0,sof,2022/3/5,18.83,3.74,32.0
0,sof,2022/3/6,9.25,82.6,62.2
0,sof,2022/3/7,8.43,58.69,57.19
0,sof,2022/3/8,14.56,51.18,63.82
0,sof,2022/3/9,5.38,91.64,77.2
0,sof,2022/3/10,1.34,37.56,17.42
0,sof,2022/3/11,31.32,96.74,29.4
0,sof,2022/3/12,2.53,93.24,165.14
0,sof,2022/3/13,42.69,9.92,150.88
0,sof,2022/3/14,17.47,85.37,134.03
0,sof,2022/3/15,22.55,83.81,27.04
0,sof,2022/3/16,40.55,24.42,166.33
0,sof,2022/3/17,36.67,5.31,8.95
0,sof,2022/3/18,11.63,5.94,142.67
0,sof,2022/3/19,44.54,12.93,38.27
0,sof,2022/3/20,26.13,76.36,65.66
0,sof,2022/3/21,13.97,14.59,1.47
0,sof,2022/3/22,31.09,26.31,152.72
0,sof,2022/3/23,8.58,81.77,40.28
0,sof,2022/3/24,18.18,79.49,56.59
0,sof,2022/3/25,18.0,24.75,116.42
0,sof,2022/3/26,25.97,7.66,22.82
0,sof,2022/3/27,27.59,68.04,167.83
0,sof,2022/3/28,1.75,34.9,16.97
0,sof,2022/3/29,29.46,8.53,130.64
0,sof,2022/3/30,24.91,16.06,75.99
0,sof,2022/3/31,27.77,52.6,1.35
0,sof,2022/4/1,7.36,34.52,97.06
0,sof,2022/4/2,24.52,10.61,72.23
0,sof,2022/4/3,32.7,34.35,72.39
0,sof,2022/4/4,14.85,57.01,57.65
0,sof,2022/4/5,17.02,12.75,30.95
0,sof,2022/4/6,16.19,72.04,139.23
0,sof,2022/4/7,4.94,14.44,141.9
0,sof,2022/4/8,7.8,99.38,2.27
0,sof,2022/4/9,9.18,74.19,117.32
0,sof,2022/4/10,44.72,91.17,42.68
0,sof,2022/4/11,29.41,30.47,112.04
0,sof,2022/4/12,31.63,6.8,130.46
0,sof,2022/4/13,47.14,79.37,20.06
0,sof,2022/4/14,36.26,35.3,23.19
0,sof,2022/4/15,26.61,83.81,52.2
0,sof,2022/4/16,11.83,64.76,42.45
0,sof,2022/4/17,38.18,82.57,93.25
0,sof,2022/4/18,43.52,5.6,77.74
0,sof,2022/4/19,15.87,62.98,137.45
0,sof,2022/4/20,4.95,19.62,39.66
0,sof,2022/4/21,25.05,79.79,73.72
0,sof,2022/4/22,9.19,74.41,65.83
0,sof,2022/4/23,43.08,49.77,144.18
0,sof,2022/4/24,42.68,45.14,77.8
0,sof,2022/4/25,7.7,35.58,146.62
0,sof,2022/4/26,11.71,25.97,47.46
0,sof,2022/4/27,32.62,29.16,169.89
0,sof,2022/4/28,23.4,56.02,51.84
0,sof,2022/4/29,45.9,16.47,87.88
0,sof,2022/4/30,15.76,28.17,143.69
0,sof,2022/5/1,18.8,71.1,21.97
0,sof,2022/5/2,23.87,60.1,160.45
0,sof,2022/5/3,41.25,86.99,54.25
0,sof,2022/5/4,16.31,21.14,135.0
0,sof,2022/5/5,23.75,29.21,39.32
0,sof,2022/5/6,4.76,98.05,69.47
0,sof,2022/5/7,20.36,18.64,43.24
0,sof,2022/5/8,42.91,65.47,51.06
0,sof,2022/5/9,24.27,60.64,66.96
0,sof,2022/5/10,24.75,57.77,28.78
0,sof,2022/5/11,45.15,76.09,41.7
0,sof,2022/5/12,27.1,22.13,30.34
0,sof,2022/5/13,33.5,73.8,92.36
0,sof,2022/5/14,1.28,17.94,152.35
0,sof,2022/5/15,14.52,35.19,27.65
0,sof,2022/5/16,28.78,9.86,168.65
0,sof,2022/5/17,3.39,86.01,134.38
0,sof,2022/5/18,19.43,13.56,101.6
0,sof,2022/5/19,37.88,68.3,123.43
0,sof,2022/5/20,15.09,24.75,101.7
0,sof,2022/5/21,34.98,39.46,96.58
0,sof,2022/5/22,31.15,24.17,111.82
0,sof,2022/5/23,3.46,21.95,23.23
0,sof,2022/5/24,3.83,26.46,3.69
0,sof,2022/5/25,31.21,92.2,96.89
0,sof,2022/5/26,16.01,97.77,58.84
0,sof,2022/5/27,6.97,14.9,160.22
0,sof,2022/5/28,2.24,17.04,49.8
0,sof,2022/5/29,37.91,61.97,113.53
0,sof,2022/5/30,21.2,39.28,39.03
0,sof,2022/5/31,16.23,48.75,94.44
0,sof,2022/6/1,12.09,38.3,11.47
0,sof,2022/6/2,21.0,73.54,111.79
0,sof,2022/6/3,47.53,95.62,33.91
0,sof,2022/6/4,22.66,70.53,11.88
0,sof,2022/6/5,4.06,21.75,123.47
0,sof,2022/6/6,37.46,85.44,75.75
0,sof,2022/6/7,21.04,34.17,146.78
0,sof,2022/6/8,37.43,11.69,118.12
0,sof,2022/6/9,43.79,69.71,167.85
0,sof,2022/6/10,33.56,33.55,135.71
0,sof,2022/6/11,32.65,10.64,154.39
0,sof,2022/6/12,29.14,20.12,150.68
0,sof,2022/6/13,8.6,17.25,148.03
0,sof,2022/6/14,43.5,3.45,10.41
0,sof,2022/6/15,37.86,68.97,26.63
0,sof,2022/6/16,25.43,57.66,83.02
0,sof,2022/6/17,40.97,9.84,8.58
0,sof,2022/6/18,31.53,58.08,138.1
0,sof,2022/6/19,5.67,9.51,50.99
0,sof,2022/6/20,23.83,30.22,148.11
0,sof,2022/6/21,22.96,40.42,85.58
0,sof,2022/6/22,16.05,59.96,132.57
0,sof,2022/6/23,37.48,33.55,50.44
0,sof,2022/6/24,47.14,27.23,93.23
0,sof,2022/6/25,8.25,20.06,47.85
0,sof,2022/6/26,14.74,25.14,105.05
0,sof,2022/6/27,3.25,50.44,22.12
0,sof,2022/6/28,25.45,31.94,37.33
0,sof,2022/6/29,15.11,40.99,43.64
0,sof,2022/6/30,21.27,14.61,75.83
0,sof,2022/7/1,5.55,15.93,59.73
0,sof,2022/7/2,22.57,5.79,76.82
0,sof,2022/7/3,8.32,53.07,111.71
0,sof,2022/7/4,14.14,43.47,20.68
0,sof,2022/7/5,35.46,11.14,20.27
0,sof,2022/7/6,33.91,15.03,46.09
0,sof,2022/7/7,1.32,50.07,154.13
0,sof,2022/7/8,30.88,96.12,85.15
0,sof,2022/7/9,9.71,67.88,84.9
0,sof,2022/7/10,25.07,73.86,58.73
0,sof,2022/7/11,9.0,26.45,50.56
0,sof,2022/7/12,11.09,24.97,80.2
0,sof,2022/7/13,25.24,43.63,90.68
0,sof,2022/7/14,29.52,55.28,106.01
0,sof,2022/7/15,9.21,95.96,75.25
0,sof,2022/7/16,44.06,46.21,79.76
0,sof,2022/7/17,1.85,45.71,74.51
0,sof,2022/7/18,44.59,95.92,9.74
0,sof,2022/7/19,18.01,55.6,147.47
0,sof,2022/7/20,1.53,57.18,8.16
0,sof,2022/7/21,13.28,9.63,94.12
0,sof,2022/7/22,3.33,34.01,140.06
0,sof,2022/7/23,23.61,34.13,24.13
0,sof,2022/7/24,20.4,37.79,139.96
0,sof,2022/7/25,8.69,7.25,71.47
0,sof,2022/7/26,35.83,33.53,103.37
0,sof,2022/7/27,41.89,59.06,138.47
0,sof,2022/7/28,10.92,86.2,140.67
0,sof,2022/7/29,11.23,71.72,6.29
0,sof,2022/7/30,19.08,78.66,149.17
0,sof,2022/7/31,33.53,34.37,65.06
